timestamp,UA,IA,UB,IB,UC,IC,
2020/09/21 10:03:18.9996,39.33333,-0.6833333,328.3333,1.216667,-299.,-0.75
2020/09/21 10:03:18.9997,52.66667,-0.5833333,324.6667,1.133333,-300.3333,-0.7833334
2020/09/21 10:03:18.9998,63.,-0.5,317.3333,1.1,-306.3333,-0.8166667
2020/09/21 10:03:18.9999,75.,-0.4333333,310.3333,1.066667,-310.6667,-0.85
2020/09/21 10:03:19.0,83.,-0.4,302.3333,1.033333,-318.,-0.85
2020/09/21 10:03:19.0001,96.33334,-0.4333333,295.6667,0.9833333,-321.6667,-0.8833333
2020/09/21 10:03:19.0002,108.6667,-0.4,287.,0.9833333,-323.3333,-0.85
2020/09/21 10:03:19.0003,119.3333,-0.4,279.6667,0.95,-326.3333,-0.75
2020/09/21 10:03:19.0004,128.,-0.4666667,269.,0.95,-326.3333,-0.7333333
2020/09/21 10:03:19.0005,134.6667,-0.4333333,259.,0.95,-329.,-0.7
2020/09/21 10:03:19.0006,140.,-0.4666667,248.,0.9166667,-329.,-0.7
2020/09/21 10:03:19.0007,149.3333,-0.4333333,237.6667,0.9166667,-326.,-0.7333333
2020/09/21 10:03:19.0008,157.6667,-0.3333333,228.,0.8833333,-324.,-0.7333333
2020/09/21 10:03:19.0009,165.6667,-0.2166667,217.,0.8833333,-324.,-0.8166667
2020/09/21 10:03:19.001,173.,-0.1833333,204.3333,0.8833333,-324.6667,-0.8833333
2020/09/21 10:03:19.0011,183.3333,-6.666667e-002,196.,0.85,-326.,-0.9333333
2020/09/21 10:03:19.0012,196.6667,-6.666667e-002,186.6667,0.8,-323.3333,-0.9666666
2020/09/21 10:03:19.0013,207.6667,1.666667e-002,176.3333,0.8,-324.,-0.9666666
2020/09/21 10:03:19.0014,214.6667,1.666667e-002,166.,0.7333333,-323.3333,-0.9666666
2020/09/21 10:03:19.0015,221.3333,0.,152.6667,0.7333333,-323.3333,-0.9666666
2020/09/21 10:03:19.0016,228.6667,1.666667e-002,142.3333,0.7333333,-322.3333,-0.9666666
2020/09/21 10:03:19.0017,236.6667,5.e-002,128.3333,0.7,-318.6667,-0.9333333
2020/09/21 10:03:19.0018,244.,8.333334e-002,118.,0.65,-311.3333,-0.9333333
2020/09/21 10:03:19.0019,249.3333,0.1833333,107.6667,0.5833333,-305.6667,-0.9666666
2020/09/21 10:03:19.002,251.3333,0.3,92.,0.55,-303.3333,-1.
2020/09/21 10:03:19.0021,256.6667,0.3833333,78.33334,0.4833333,-298.3333,-1.066667
2020/09/21 10:03:19.0022,262.6667,0.4833333,64.,0.4666667,-293.,-1.183333
2020/09/21 10:03:19.0023,272.,0.55,53.,0.4833333,-287.,-1.25
2020/09/21 10:03:19.0024,278.6667,0.5666667,42.,0.4833333,-284.,-1.283333
2020/09/21 10:03:19.0025,281.6667,0.6,30.33333,0.5166667,-282.,-1.333333
2020/09/21 10:03:19.0026,286.,0.6,20.,0.55,-277.,-1.366667
2020/09/21 10:03:19.0027,289.6667,0.6,8.666667,0.55,-273.3333,-1.366667
2020/09/21 10:03:19.0028,295.,0.6333333,0.6666667,0.5166667,-266.3333,-1.366667
2020/09/21 10:03:19.0029,298.,0.7,-9.,0.4833333,-261.3333,-1.333333
2020/09/21 10:03:19.003,301.,0.75,-22.66667,0.3666667,-255.6667,-1.3
