timestamp,UA,IA,UB,IB,UC,IC,
2020/09/21 10:02:58.1739,140.6667,-0.4,255.,1.066667,-327.,-0.8833333
2020/09/21 10:02:58.174,148.,-0.3666667,246.3333,1.033333,-326.,-0.9166667
2020/09/21 10:02:58.1741,156.,-0.3166667,234.6667,1.,-324.,-0.9166667
2020/09/21 10:02:58.1742,165.6667,-0.1833333,223.6667,0.9833333,-323.3333,-0.9666666
2020/09/21 10:02:58.1743,172.3333,-0.1,214.6667,0.95,-324.,-1.033333
2020/09/21 10:02:58.1744,182.6667,-3.333334e-002,204.3333,0.9166667,-325.3333,-1.116667
2020/09/21 10:02:58.1745,193.,5.e-002,194.,0.85,-324.,-1.116667
2020/09/21 10:02:58.1746,204.,8.333334e-002,184.3333,0.8166667,-323.3333,-1.15
2020/09/21 10:02:58.1747,215.3333,0.1166667,172.,0.8166667,-322.3333,-1.116667
2020/09/21 10:02:58.1748,222.6667,0.1166667,160.6667,0.8,-324.,-1.116667
2020/09/21 10:02:58.1749,228.6667,0.15,149.,0.7666667,-321.6667,-1.116667
2020/09/21 10:02:58.175,236.,0.1166667,138.,0.7666667,-316.,-1.1
2020/09/21 10:02:58.1751,244.,0.2,126.,0.7,-312.,-1.1
2020/09/21 10:02:58.1752,248.6667,0.3,115.,0.65,-305.,-1.116667
2020/09/21 10:02:58.1753,252.3333,0.3833333,99.66666,0.6166667,-302.6667,-1.183333
2020/09/21 10:02:58.1754,256.,0.5166667,87.66666,0.55,-299.,-1.283333
2020/09/21 10:02:58.1755,264.,0.5666667,75.33334,0.55,-293.,-1.333333
2020/09/21 10:02:58.1756,270.,0.6666667,65.,0.55,-287.3333,-1.433333
2020/09/21 10:02:58.1757,276.6667,0.7,53.66667,0.5833333,-283.3333,-1.433333
2020/09/21 10:02:58.1758,280.3333,0.75,40.,0.5833333,-281.3333,-1.433333
2020/09/21 10:02:58.1759,285.3333,0.7833334,29.66667,0.5833333,-277.,-1.483333
2020/09/21 10:02:58.176,288.3333,0.7833334,20.66667,0.5166667,-274.6667,-1.516667
2020/09/21 10:02:58.1761,295.,0.8166667,11.66667,0.4833333,-268.,-1.483333
2020/09/21 10:02:58.1762,297.3333,0.9,0.,0.4333333,-262.6667,-1.466667
2020/09/21 10:02:58.1763,300.3333,0.9,-12.,0.3333333,-259.,-1.466667
2020/09/21 10:02:58.1764,303.3333,0.9333333,-24.33333,0.2833333,-252.3333,-1.4
2020/09/21 10:02:58.1765,306.6667,1.,-38.33333,0.15,-246.,-1.366667
2020/09/21 10:02:58.1766,316.3333,1.,-51.66667,0.1333333,-236.3333,-1.3
2020/09/21 10:02:58.1767,318.6667,1.066667,-65.,0.1333333,-228.3333,-1.283333
2020/09/21 10:02:58.1768,320.,1.066667,-79.,0.1,-224.6667,-1.25
2020/09/21 10:02:58.1769,323.6667,1.,-92.,0.1,-215.,-1.25
2020/09/21 10:02:58.177,323.,0.9333333,-107.,0.1,-209.,-1.216667
2020/09/21 10:02:58.1771,328.3333,0.9,-113.6667,0.15,-194.3333,-1.216667
2020/09/21 10:02:58.1772,328.3333,0.9,-126.,0.1333333,-187.6667,-1.183333
2020/09/21 10:02:58.1773,323.,0.9333333,-137.3333,0.1333333,-179.,-1.216667
2020/09/21 10:02:58.1774,322.3333,0.9666666,-147.6667,6.666667e-002,-171.6667,-1.216667
2020/09/21 10:02:58.1775,318.6667,1.066667,-158.6667,-3.333334e-002,-164.,-1.183333
2020/09/21 10:02:58.1776,324.,1.066667,-165.3333,-8.333334e-002,-150.,-1.25
2020/09/21 10:02:58.1777,324.,1.116667,-177.6667,-0.2166667,-141.3333,-1.216667
2020/09/21 10:02:58.1778,321.,1.183333,-191.,-0.2666667,-134.6667,-1.15
2020/09/21 10:02:58.1779,322.3333,1.216667,-202.,-0.3666667,-125.3333,-1.1
2020/09/21 10:02:58.178,318.,1.216667,-216.6667,-0.3833333,-117.6667,-1.1
2020/09/21 10:02:58.1781,323.,1.183333,-223.6667,-0.45,-101.,-1.
2020/09/21 10:02:58.1782,321.,1.216667,-235.3333,-0.45,-92.66666,-1.
2020/09/21 10:02:58.1783,315.6667,1.183333,-247.6667,-0.45,-85.33334,-0.9666666
2020/09/21 10:02:58.1784,312.6667,1.183333,-257.3333,-0.4833333,-73.,-0.9666666
2020/09/21 10:02:58.1785,304.,1.183333,-266.3333,-0.5166667,-65.66666,-1.
2020/09/21 10:02:58.1786,304.6667,1.216667,-270.,-0.5166667,-51.33333,-0.9333333
2020/09/21 10:02:58.1787,298.6667,1.25,-278.,-0.6,-41.33333,-0.9666666
2020/09/21 10:02:58.1788,290.,1.366667,-286.,-0.7333333,-34.66667,-0.9166667
2020/09/21 10:02:58.1789,287.,1.4,-291.3333,-0.75,-24.33333,-0.9333333
2020/09/21 10:02:58.179,281.6667,1.45,-300.,-0.85,-17.,-0.9333333
2020/09/21 10:02:58.1791,283.3333,1.483333,-303.,-0.9333333,-3.666667,-0.9333333
2020/09/21 10:02:58.1792,278.6667,1.516667,-311.3333,-1.,3.,-0.8833333
2020/09/21 10:02:58.1793,272.6667,1.516667,-317.3333,-1.033333,11.,-0.85
2020/09/21 10:02:58.1794,267.6667,1.55,-325.3333,-1.083333,19.,-0.85
2020/09/21 10:02:58.1795,261.,1.483333,-331.3333,-1.116667,28.,-0.7833334
2020/09/21 10:02:58.1796,258.,1.45,-334.,-1.116667,42.,-0.7
2020/09/21 10:02:58.1797,250.6667,1.433333,-341.6667,-1.15,51.,-0.6333333
2020/09/21 10:02:58.1798,241.6667,1.433333,-350.3333,-1.183333,61.,-0.5666667
2020/09/21 10:02:58.1799,235.,1.4,-357.,-1.216667,71.33334,-0.55
2020/09/21 10:02:58.18,227.,1.4,-363.,-1.25,84.,-0.55
2020/09/21 10:02:58.1801,220.3333,1.366667,-368.6667,-1.25,95.66666,-0.55
2020/09/21 10:02:58.1802,214.3333,1.366667,-375.3333,-1.216667,105.3333,-0.55
2020/09/21 10:02:58.1803,205.6667,1.333333,-380.,-1.116667,115.,-0.55
2020/09/21 10:02:58.1804,196.,1.3,-383.6667,-1.116667,124.3333,-0.6
2020/09/21 10:02:58.1805,188.6667,1.25,-383.6667,-1.083333,134.6667,-0.6
2020/09/21 10:02:58.1806,180.3333,1.25,-383.6667,-1.083333,141.3333,-0.5666667
2020/09/21 10:02:58.1807,169.3333,1.216667,-385.,-1.116667,148.6667,-0.4833333
2020/09/21 10:02:58.1808,159.6667,1.25,-385.,-1.15,156.,-0.45
2020/09/21 10:02:58.1809,148.6667,1.183333,-386.3333,-1.25,166.3333,-0.3666667
2020/09/21 10:02:58.181,142.,1.216667,-384.3333,-1.266667,176.,-0.3
2020/09/21 10:02:58.1811,132.3333,1.216667,-385.,-1.333333,185.6667,-0.2333333
2020/09/21 10:02:58.1812,122.3333,1.183333,-385.,-1.366667,195.3333,-0.15
2020/09/21 10:02:58.1813,112.6667,1.183333,-388.,-1.4,204.6667,-0.1166667
2020/09/21 10:02:58.1814,103.6667,1.116667,-387.3333,-1.4,212.6667,-0.1166667
2020/09/21 10:02:58.1815,95.,1.083333,-387.,-1.4,221.6667,-5.e-002
2020/09/21 10:02:58.1816,84.33334,1.083333,-384.3333,-1.333333,229.,-5.e-002
2020/09/21 10:02:58.1817,76.33334,1.066667,-382.6667,-1.366667,236.3333,-1.666667e-002
2020/09/21 10:02:58.1818,66.66666,1.,-379.6667,-1.333333,243.,3.333334e-002
2020/09/21 10:02:58.1819,55.,0.9666666,-374.6667,-1.3,247.6667,6.666667e-002
2020/09/21 10:02:58.182,44.,0.9,-370.3333,-1.366667,253.3333,0.15
2020/09/21 10:02:58.1821,32.66667,0.85,-363.6667,-1.4,257.,0.2166667
2020/09/21 10:02:58.1822,23.,0.8166667,-357.6667,-1.483333,266.,0.3333333
2020/09/21 10:02:58.1823,13.66667,0.85,-352.6667,-1.516667,271.6667,0.4333333
2020/09/21 10:02:58.1824,3.,0.8833333,-350.3333,-1.583333,274.6667,0.4666667
2020/09/21 10:02:58.1825,-4.333333,0.9,-344.3333,-1.633333,280.,0.5166667
2020/09/21 10:02:58.1826,-14.66667,0.9,-340.,-1.7,284.3333,0.55
2020/09/21 10:02:58.1827,-21.33333,0.85,-335.6667,-1.666667,289.3333,0.6166667
2020/09/21 10:02:58.1828,-29.33333,0.8166667,-330.3333,-1.6,293.6667,0.6833333
2020/09/21 10:02:58.1829,-41.,0.75,-326.,-1.6,298.3333,0.6833333
2020/09/21 10:02:58.183,-49.33333,0.6333333,-320.6667,-1.55,303.3333,0.7
2020/09/21 10:02:58.1831,-61.,0.55,-313.3333,-1.516667,307.,0.7666667
2020/09/21 10:02:58.1832,-71.33334,0.5166667,-306.6667,-1.416667,312.3333,0.8
2020/09/21 10:02:58.1833,-84.66666,0.4833333,-298.,-1.416667,314.3333,0.7666667
2020/09/21 10:02:58.1834,-96.66666,0.3833333,-291.3333,-1.366667,319.,0.7666667
2020/09/21 10:02:58.1835,-109.,0.45,-281.6667,-1.366667,322.6667,0.7333333
2020/09/21 10:02:58.1836,-118.,0.45,-272.3333,-1.333333,325.3333,0.7
2020/09/21 10:02:58.1837,-125.3333,0.4833333,-264.6667,-1.3,326.3333,0.6833333
2020/09/21 10:02:58.1838,-135.6667,0.5166667,-255.,-1.366667,325.6667,0.65
2020/09/21 10:02:58.1839,-142.3333,0.5166667,-247.,-1.3,325.3333,0.6166667
